,label-coarse,label-fine,text
5142,4,13,How much calcium should an adult female have daily ?
5143,3,4,What is the most popular last name ?
5144,1,14,What does an ashen-faced eidologist search out the existence of ?
5145,3,4,Who moderated the first Kennedy-Nixon TV debate ?
5146,3,4,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?
5147,0,9,What is the S&P 500 used for ?
5148,0,7,What does `` Philebus-like '' mean ?
5149,4,8,When was Nostradamus born ?
5150,1,28,What are the ingredients of Coca-Cola ?
5151,3,4,Who 's the only U.S. president to have won a Pulitzer Prize ?
5152,0,7,What is nuclear proliferation ?
5153,3,12,Who was Maria Theresa ?
5154,5,18,What is the country of origin for the name Thomas ?
5155,0,9,Why do you say `` God bless you '' when people sneeze ?
5156,4,13,What is the population of the largest Chilean city
5157,5,18,What country has the highest per capita consumption of cheese ?
5158,3,6,What is Larry King 's occupation ?
5159,3,4,Who invented `` The Muppets '' ?
5160,0,9,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?"
5161,5,14,What sea is Bombay on ?
5162,3,5,Who are cartoondom 's Super Six ?
5163,0,7,What does `` E Pluribus Unum '' on the penny mean ?
5164,0,12,What 's the difference between TFT and dual-scan display ?
5165,3,4,What fool is not so wise To lose an oath to win a paradise ?
5166,0,7,What is the English meaning of caliente ?
5167,5,14,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?
5168,0,7,What does the word `` opera '' mean ?
5169,4,40,How tall was the animated Frankenstein
5170,0,0,How do you ask questions ?
5171,5,21,What U.S. city is known as The Rubber Capital of the World ?
5172,5,18,What countries have the highest ratio of university students ?
5173,0,0,How can you become an FBI agent ?
5174,1,17,What is the world 's best selling cookie ?
5175,4,13,How many miles is it from NY to Austria ?
5176,0,12,Where did the energy for the Big Bang come from ?
5177,4,32,How big is the universe actually ?
5178,0,12,What is the difference between the Koran and The Bible ?
5179,3,4,What monarch signed the Magna Carta ?
5180,1,1,What 's the U.S. Navy hymn ?
5181,4,13,How many sides does a heptagon have ?
5182,1,29,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?
5183,0,7,What is idealab ! ?
5184,5,14,Where are there aborigines ?
5185,1,26,What toy can you make sleep ?
5186,0,9,What caused the division between the Anglicans and the Vatican ?
5187,3,5,What corporation does Madonna advertise for ?
5188,5,14,On what river is Rome built ?
5189,5,14,"Where on the Web is Adventours Tours from Sydney , Australia ?"
5190,5,14,Where were the 1936 Summer Olympics held ?
5191,5,14,What cathedral was Thomas Becket murdered in ?
5192,0,9,Why was Curious George curious ?
5193,0,0,How did U.S.A become involved in the Barbary Wars
5194,5,21,The Kentucky Horse Park is close to which American city ?
5195,3,5,What store does Martha Stewart advertise for ?
5196,0,12,What do you know about multicultural and multilingual schools ?
5197,0,12,What is the origin of U.S. Army sergeant 's stripes ?
5198,4,27,How old was Sir Edmund Hillary when he climbed Mt. Everest ?
5199,5,14,Where in a tree does photosynthesis occur ?
5200,1,10,What are some science fair projects for 8th graders ?
5201,5,14,What strait links the Mediterranean Sea and the Atlantic Ocean ?
5202,5,14,What airport is on the Piccadilly subway line ?
5203,3,5,Which police department made the largest cocaine seizure ever in Ventura County ?
5204,1,19,What color is the eight-ball in pocket billiards ?
5205,1,17,What was the first ready-to-eat breakfast cereal ?
5206,1,14,What did Benny Carter play ?
5207,4,39,What seven digits follow the area code in the number for long distance information ?
5208,5,21,What city 's airport is named Logan International ?
5209,3,4,What Pope inaugurated Vatican International Radio ?
5210,4,13,How many times more than 3
5211,4,13,How many names are there for Eskimo people ?
5212,3,4,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?"
5213,1,14,What shape-shifting menace did Rom come to Earth to fight ?
5214,5,11,What is the nickname of Pennsylvania ?
5215,0,9,What causes headaches ?
5216,1,1,Names of books by James A. Michener set in the following locations ?
5217,4,8,When was the first stained glass window made ?
5218,3,5,What company 's trademark was His Master 's Voice ?
5219,3,4,What Pope inaugurated Vatican International Radio ?
5220,3,4,What director made one silent and one sound version of The Ten Commandments ?
5221,4,8,When did swimming become commonplace ?
5222,3,4,Which presidents of the USA were Masons ?
5223,3,4,Who was the tallest U.S. president ?
5224,5,14,What is the largest museum in the world ?
5225,0,0,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .
5226,3,4,What character in The Beverly Hillbillies has the given names Daisy Moses ?
5227,3,4,What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?
5228,4,13,How many gallons of paint does it take to paint the Golden Gate Bridge ?
5229,3,4,What president also became a supreme court justice ?
5230,4,8,When does menstruation begin ?
5231,5,14,Where did makeup originate ?
5232,1,37,What is the only modern language that capitalizes its singular first-person pronoun ?
5233,0,9,"What is the claim to fame of Agra , India ?"
5234,1,14,What flag flies over Wake Island ?
5235,4,40,How deep is a fathom ?
5236,1,1,What Kennedy was married to Ethel ?
5237,5,11,What U.S. state is Mammoth Cave National Park in ?
5238,1,36,What is the most famous German word in the English language ?
5239,3,4,Who was actress June Havoc 's legendary sister ?
5240,1,14,What is widely used to detect birth defects ?
5241,4,14,What is the chromosome number of an elephant ?
5242,3,4,Who killed JFK ?
5243,3,4,Who was the star witness at the Senate Watergate hearings ?
5244,0,7,What is the Order of the Arrow in Boy Scouts ?
5245,5,18,In what country is a stuck-out tongue a friendly greeting ?
5246,1,31,What are the five basic swimming strokes ?
5247,3,4,Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?
5248,5,14,Where is Erykah Badu originally from ?
5249,5,14,Where can I buy a pony on the Big Island for my daughter ?
5250,4,27,How old was George Washington when he died ?
5251,1,17,What is the recipe or formula for Coca-Cola ?
5252,3,5,Who made the rotary engine automobile ?
5253,0,12,"What is the origin of the term `` blue moon , '' and how often do they occur ?"
5254,4,13,How many blacks served in the Vietnam War
5255,3,4,What were the last names of gangsters Bonnie and Clyde ?
5256,5,14,What is the address of the famous Mexican star `` Thalia '' ?
5257,1,23,What does a man suffering from diphallic terata have ?
5258,3,4,Who invented panties ?
5259,3,5,What is Pittsburgh 's baseball team called ?
5260,2,3,"What is p.m. an abbreviation for , as in 5 p.m. ?"
5261,1,29,What sport can a free-legged pacer compete in ?
5262,2,3,What does CPR stand for ?
5263,3,4,What President had never held an elected office until he was elected to the White House ?
5264,1,23,What are the diseases that can be cured by black cumin ?
5265,1,17,What fruit does the ficus produce ?
5266,3,4,Who is the richest person in the world ?
5267,0,7,What is an aurora ?
5268,4,13,How much time does the blinking of an eye take ?
5269,0,9,What made the short-lived Star Hawks strip so unique ?
5270,1,1,What 's the biggest-selling U.S. magazine aimed at a black audience ?
5271,4,40,How deep is a fathom ?
5272,1,37,What is the primary language of the Philippines ?
5273,4,8,When did the use of `` the syringe '' first appear in medicinal history ?
5274,0,7,What was the Long March in China ?
5275,3,5,What international organization was founded by Clara Barton ?
5276,3,5,What corporation does Madonna advertise for ?
5277,1,20,What is the Islamic equivalent of the Red Cross ?
5278,4,13,How many people visit the Pope each month ?
5279,5,14,What planet gave bith to Superman ?
5280,4,8,What month of the year is there no television in Iceland ?
5281,1,1,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?
5282,3,4,Who is buried in the great pyramid of Giza ?
5283,5,18,"What is the most important nation in the world , historically ?"
5284,4,38,What is the current unemployment rate in the U.S. ?
5285,4,8,When was the first railroad from the east coast to the west coast completed ?
5286,4,35,How fast can a Corvette go ?
5287,0,12,What do a diamond and lump of coal have in common ?
5288,3,4,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?
5289,0,12,What effect does LSD have on the brain ?
5290,3,5,What are the three most successful companies of our time ?
5291,4,25,How much did a McDonald 's hamburger cost in 1963 ?
5292,3,5,What is the name of the company that manufactures the `` American Girl '' doll collection ?
5293,0,7,What is a horologist ?
5294,0,12,What was the effect of the Yalta Conference ?
5295,5,14,Where is the group M People from ?
5296,5,18,What country is famous for Persian rugs ?
5297,4,13,How many were in attendance at the Last Supper ?
5298,4,27,How long should you feed your puppy Purina Puppy Chow ?
5299,0,7,What do the figures represent on the Easter Island ?
5300,1,1,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?"
5301,1,20,What is the name given to the Islamic counterpart of the Red Cross ?
5302,0,0,How does a submarine operate ?
5303,5,21,What city is graced by the Arch of Titus ?
5304,3,4,What is Michael Jackson 's father 's name ?
5305,3,4,Who was the girl in Peter Sellers 's soup ?
5306,3,4,What creative genius said : `` Everything comes to him who hustles while he waits '' ?
5307,0,0,How is Paraguay for vacations ?
5308,5,14,Where is the world 's most active volcano located ?
5309,2,34,What is the acronym for the rating system for air conditioner efficiency ?
5310,5,18,What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?
5311,4,13,How many people did Randy Steven Craft murder ?
5312,1,20,What do you call a section of your finger from one joint to another ?
5313,1,10,"What happened on January 15 , 1969 ?"
5314,1,31,What Muhammad Ali maneuver was George Foreman the first victim of ?
5315,2,3,What is DSL ?
5316,4,13,How many small businesses are there in the United States ?
5317,3,4,Who was Ben Casey 's boss ?
5318,3,4,What multitalented Academy-award-winning director failed a college course in motion-picture production ?
5319,5,14,Where is Ayer 's rock ?
5320,1,20,What 's a Craps player called ?
5321,4,8,When was the Berlin Wall erected ?
5322,4,8,When was cigarette advertising banned on television and radio ?
5323,1,29,What is the name of the game that Garry Kasparov plays ?
5324,1,16,What Caribbean cult did Marcus Garvey originate ?
5325,1,30,What is the most widely cultivated plant ?
5326,3,4,What wild and crazy guy wrote a book called Cruel Shoes ?
5327,5,21,What city 's theatrical district has been dubbed The Roaring Forties ?
5328,4,41,What should the temperature be set at while baking Peachy Oat Muffins ?
5329,3,5,What police force did Mack Sennett create ?
5330,4,13,How many home runs did Babe Ruth hit in his lifetime ?
5331,3,4,"Who was in Death of a Salesman original movie , not 1985 ?"
5332,0,0,How do I get a complete list of all the people that are living with the last name Kilvington ?
5333,3,4,What is Dr. Ruth 's last name ?
5334,1,28,What 's the world 's most common compound ?
5335,5,14,Where was George Washington born ?
5336,4,13,How many colors are there in the spectrum ?
5337,3,4,What 's the middle name of movie producer Joseph E. Levine ?
5338,0,7,Define Sinn Fein .
5339,5,18,What two Caribbean countries share the island of Hispaniola ?
5340,0,9,What is in baby powder and baby lotion that makes it smell the way it does ?
5341,0,7,What is probability theory ?
5342,3,4,Who told all in Ball Four ?
5343,1,26,What kind of car did Janis Joplin ask the Lord to buy her ?
5344,3,4,Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?
5345,5,24,What continent 's second-highest peak is Mont Blanc ?
5346,5,21,What Peruvian city is home to the mummified body of Francisco Pizarro ?
5347,4,8,When did French revolutionaries storm the Bastille ?
5348,0,0,How can I look up someone 's E-mail address on the Internet ?
5349,4,13,How many men died building the Mackinaw Bridge ?
5350,0,0,How do you tell somebody you like them ?
5351,3,4,What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?
