id,name,description
text-simplification,Text Simplification,"**Text Simplification** is the task of reducing the complexity of the vocabulary and sentence structure of text while retaining its original meaning, with the goal of improving readability and understanding. Simplification has a variety of important societal applications, for example increasing accessibility for those with cognitive disabilities such as aphasia, dyslexia, and autism, or for non-native speakers and children with reading difficulties.


<span class=""description-source"">Source: [Multilingual Unsupervised Sentence Simplification](https://arxiv.org/abs/2005.00352)</span>"
text-spotting,Text Spotting,"Text Spotting is the combination of Scene Text Detection and Scene Text Recognition in an end-to-end manner.
It is the ability to read natural text in the wild."
text-style-transfoer,Text Style Transfer,"Text Style Transfer is the task of controlling certain attributes of generated text. The state-of-the-art methods can be categorized into two main types which are used on parallel and non-parallel data. Methods on parallel data are typically supervised methods that use a neural sequence-to-sequence model with the encoder-decoder architecture. Methods on non-parallel data are usually unsupervised approaches using Disentanglement, Prototype Editing and Pseudo-Parallel Corpus Construction.

The popular benchmark for this task is  the Yelp Review Dataset. Models are typically evaluated with the metrics of Sentiment Accuracy, BLEU, and PPL."
text-summarization,Text Summarization,"**Text Summarization** is a natural language processing (NLP) task that involves condensing a lengthy text document into a shorter, more compact version while still retaining the most important information and meaning. The goal is to produce a summary that accurately represents the content of the original text in a concise form. 

There are different approaches to text summarization, including extractive methods that identify and extract important sentences or phrases from the text, and abstractive methods that generate new text based on the content of the original text."
text-to-3d,Text to 3D,
text-to-3d-human,text-to-3d-human,
text-to-3d-human-generation,Text-to-3D-Human Generation,3D avatars generation from text prompts
text-to-audio-retrieval,Text to Audio Retrieval,
text-to-audio-video-retrieval,Text to Audio/Video Retrieval,
text-to-audiovisual-retrieval,text-to-audiovisual retrieval,
text-to-code-generation,Text-to-Code Generation,"**Text-to-Code Generation** is a task where we can generate code based on the natural language description.

Source: [Text-to-code Generation with TensorFlow, 🤗 & MBPP](https://www.kaggle.com/code/rhtsingh/text-to-code-generation-with-tensorflow-mbpp)"
text-to-face-generation,Text-to-Face Generation,
text-to-image,Text-To-Image,
text-to-image-generation,Text-to-Image Generation,"**Text-to-Image Generation** is a task in computer vision and natural language processing where the goal is to generate an image that corresponds to a given textual description. This involves converting the text input into a meaningful representation, such as a feature vector, and then using this representation to generate an image that matches the description."
text-to-music-generation,Text-to-Music Generation,
text-to-shape-generation,Text-to-Shape Generation,
text-to-speech-synthesis,Text-To-Speech Synthesis,**Text-To-Speech Synthesis** is a machine learning task that involves converting written text into spoken words. The goal is to generate synthetic speech that sounds natural and resembles human speech as closely as possible.
text-to-speech-translation,text-to-speech translation,
text-to-sql,Text-To-SQL,"**Text-to-SQL** is a task in natural language processing (NLP) where the goal is to automatically generate SQL queries from natural language text. The task involves converting the text input into a structured representation and then using this representation to generate a semantically correct SQL query that can be executed on a database.

<span style=""color:grey; opacity: 0.6"">( Image credit: [SyntaxSQLNet](https://arxiv.org/pdf/1810.05237v2.pdf) )</span>"
text-to-video-editing,Text-to-Video Editing,
text-to-video-generation,Text-to-Video Generation,This task refers to video generation based on a given sentence or sequence of words.
text-to-video-retrieval,Text to Video Retrieval,
text-to-video-search,Text-to-video search,
textual-analogy-parsing,Textual Analogy Parsing,"Textual Analogy Parsing (TAP) is the task of identifying analogy frames from text.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Textual Analogy Parsing: What’s Shared and
What’s Compared among Analogous Facts](https://arxiv.org/pdf/1809.02700v1.pdf) )</span>"
texture-classification,Texture Classification,"**Texture Classification** is a fundamental issue in computer vision and image processing, playing a significant role in many applications such as medical image analysis, remote sensing, object recognition, document analysis, environment modeling, content-based image retrieval and many more.


<span class=""description-source"">Source: [Improving Texture Categorization with Biologically Inspired Filtering ](https://arxiv.org/abs/1312.0072)</span>"
texture-image-retrieval-1,Texture Image Retrieval,
texture-synthesis,Texture Synthesis,"The fundamental goal of example-based **Texture Synthesis** is to generate a texture, usually larger than the input, that faithfully captures all the visual characteristics of the exemplar, yet is neither identical to it, nor exhibits obvious unnatural looking artifacts.


<span class=""description-source"">Source: [Non-Stationary Texture Synthesis by Adversarial Expansion ](https://arxiv.org/abs/1805.04487)</span>"
text-variation,Text-Variation,Generate variations of the input text
tflm-sequence-generation,TFLM sequence generation,
tgif-action,TGIF-Action,
tgif-frame,TGIF-Frame,
tgif-transition,TGIF-Transition,
thai-word-tokenization,Thai Word Segmentation,Thai word segmentation
thermal-image-denoising,Thermal Image Denoising,
thermal-image-segmentation,Thermal Image Segmentation,
thermal-infrared-object-tracking,Thermal Infrared Object Tracking,
thermal-infrared-pedestrian-detection,Thermal Infrared Pedestrian Detection,Thermal Infrared Pedestrian Detection under low-light condition
the-semantic-segmentation-of-remote-sensing,The Semantic Segmentation Of Remote Sensing Imagery,
thompson-sampling,Thompson Sampling,"Thompson sampling, named after William R. Thompson, is a heuristic for choosing actions that addresses the exploration-exploitation dilemma in the multi-armed bandit problem. It consists of choosing the action that maximizes the expected reward with respect to a randomly drawn belief."
thoracic-disease-classification,Thoracic Disease Classification,
ticket-search,Ticket Search,
tiling-deployment,Tiling & Deployment,Data tiling over 3 memory hierarchy levels and deployment on microcontroller.
timbre-interpolation,Timbre Interpolation,
timedial,Timedial,
time-interval-prediction,Time-interval Prediction,
timeline-summarization,Timeline Summarization,Identifying key dates of major events and providing short descriptions of what happened on these dates. (Source: https://www.aclweb.org/anthology/D19-5403/)
time-offset-calibration,Time Offset Calibration,
time-series-1,Time Series,
time-series-alignment,Time Series Alignment,
time-series,Time Series Analysis,"**Time Series Analysis** is a statistical technique used to analyze and model time-based data. It is used in various fields such as finance, economics, and engineering to analyze patterns and trends in data over time. The goal of time series analysis is to identify the underlying patterns, trends, and seasonality in the data, and to use this information to make informed predictions about future values.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Autoregressive CNNs for Asynchronous Time Series](https://arxiv.org/pdf/1703.04122v4.pdf) )</span>"
